Origin,Dest,Airline,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,TotalDelays
ABE,ATL,Atlantic Southeast Airlines,3009,811,1204,20,764,5808
ABE,CLT,US Airways Inc.,271,94,63,0,0,428
ABE,CVG,Atlantic Southeast Airlines,25,70,15,0,0,110
ABE,ORD,Skywest Airlines Inc.,232,464,4161,0,1053,5910
ABI,DFW,American Eagle Airlines Inc.,8563,2464,2734,0,2080,15841
ABQ,AMA,Southwest Airlines Co.,473,199,39,0,1967,2678
ABQ,ATL,Delta Air Lines Inc.,1282,237,540,0,759,2818
ABQ,BWI,Southwest Airlines Co.,193,166,678,0,158,1195
ABQ,CVG,Delta Air Lines Inc.,98,3,50,0,392,543
ABQ,DAL,Southwest Airlines Co.,2535,804,1073,0,7331,11743
ABQ,DEN,Frontier Airlines Inc.,705,13,503,0,602,1823
ABQ,DEN,Skywest Airlines Inc.,337,106,183,0,1804,2430
ABQ,DEN,Southwest Airlines Co.,337,0,126,0,1864,2327
ABQ,DEN,United Air Lines Inc.,671,17,595,0,5182,6465
ABQ,DFW,American Airlines Inc.,4159,1086,1922,0,7297,14464
ABQ,ELP,Southwest Airlines Co.,788,0,190,0,3193,4171
ABQ,HOU,Southwest Airlines Co.,893,271,234,0,3642,5040
ABQ,IAD,United Air Lines Inc.,984,23,59,0,130,1196
ABQ,LAS,Southwest Airlines Co.,1902,192,2372,0,7804,12270
ABQ,LAX,Skywest Airlines Inc.,542,272,691,25,4538,6068
ABQ,LAX,Southwest Airlines Co.,1371,0,828,2,7012,9213
ABQ,LBB,Southwest Airlines Co.,257,16,39,0,920,1232
ABQ,MAF,Southwest Airlines Co.,412,0,44,0,2235,2691
ABQ,MCI,Southwest Airlines Co.,601,385,61,0,1653,2700
ABQ,MCO,Southwest Airlines Co.,454,0,154,0,571,1179
ABQ,MDW,Southwest Airlines Co.,181,199,450,0,755,1585
ABQ,OAK,Southwest Airlines Co.,1164,25,442,0,3648,5279
ABQ,ORD,American Airlines Inc.,1420,0,1826,0,389,3635
ABQ,ORD,Skywest Airlines Inc.,62,0,1645,0,232,1939
ABQ,PDX,Southwest Airlines Co.,525,33,429,0,2551,3538
ABQ,PHX,Southwest Airlines Co.,2859,116,2732,0,13986,19693
ABQ,PHX,US Airways Inc.,1072,7,454,0,652,2185
ABQ,SAN,Southwest Airlines Co.,770,58,554,0,3440,4822
ABQ,SEA,Southwest Airlines Co.,475,0,481,0,3769,4725
ABQ,SFO,Skywest Airlines Inc.,474,30,1043,0,941,2488
ABQ,SLC,Skywest Airlines Inc.,177,71,77,0,1518,1843
ABQ,SLC,Southwest Airlines Co.,438,161,113,0,2911,3623
ABQ,STL,Southwest Airlines Co.,57,0,6,0,199,262
ABQ,TPA,Southwest Airlines Co.,347,0,49,0,476,872
ABQ,TUS,Southwest Airlines Co.,693,0,255,0,4437,5385
ABY,ATL,Atlantic Southeast Airlines,3861,694,1885,0,402,6842
ACT,DFW,American Eagle Airlines Inc.,1574,1229,1281,0,4418,8502
ACV,CEC,Skywest Airlines Inc.,264,540,85,0,305,1194
ACV,SFO,Skywest Airlines Inc.,4198,319,19935,7,5581,30040
ACV,SLC,Skywest Airlines Inc.,178,0,52,0,50,280
ACV,SMF,Skywest Airlines Inc.,383,53,165,0,2264,2865
ACY,ATL,Atlantic Southeast Airlines,1063,0,812,0,0,1875
ADK,ANC,Alaska Airlines Inc.,112,0,0,0,241,353
ADQ,ANC,Alaska Airlines Inc.,330,66,125,32,1844,2397
AEX,ATL,Atlantic Southeast Airlines,4165,1294,1803,21,272,7555
AEX,DFW,American Eagle Airlines Inc.,2212,2344,848,0,2484,7888
AGS,ATL,Atlantic Southeast Airlines,5854,2917,4024,40,436,13271
AKN,DLG,Alaska Airlines Inc.,120,0,14,0,301,435
ALB,ATL,Atlantic Southeast Airlines,4164,1577,1958,11,1223,8933
ALB,BWI,Southwest Airlines Co.,1084,728,1555,19,7445,10831
ALB,CLT,US Airways Inc.,501,58,269,6,713,1547
ALB,CVG,Atlantic Southeast Airlines,0,15,0,0,0,15
ALB,DCA,US Airways Inc.,152,0,34,0,0,186
ALB,LAS,Southwest Airlines Co.,223,150,336,0,661,1370
ALB,MCO,Southwest Airlines Co.,1161,180,1087,0,2246,4674
ALB,MDW,Southwest Airlines Co.,375,624,791,0,900,2690
ALB,ORD,American Eagle Airlines Inc.,1221,184,3092,0,3552,8049
ALB,ORD,United Air Lines Inc.,1364,512,2665,0,3704,8245
ALB,PHL,US Airways Inc.,122,27,280,0,0,429
ALB,TPA,Southwest Airlines Co.,424,107,211,0,193,935
AMA,ABQ,Southwest Airlines Co.,238,338,32,18,0,626
AMA,DAL,Southwest Airlines Co.,1577,1055,746,0,7697,11075
AMA,DEN,Southwest Airlines Co.,153,80,68,0,2850,3151
AMA,DFW,American Eagle Airlines Inc.,2504,2753,1813,7,10418,17495
AMA,LAS,Southwest Airlines Co.,88,0,602,0,1339,2029
ANC,ADK,Alaska Airlines Inc.,100,48,105,0,204,457
ANC,ADQ,Alaska Airlines Inc.,890,435,186,0,489,2000
ANC,AKN,Alaska Airlines Inc.,105,0,2,0,231,338
ANC,ATL,Delta Air Lines Inc.,8,0,14,0,405,427
ANC,BET,Alaska Airlines Inc.,1606,565,366,0,788,3325
ANC,CDV,Alaska Airlines Inc.,1029,117,88,0,1499,2733
ANC,CVG,Delta Air Lines Inc.,89,0,31,0,167,287
ANC,DEN,Frontier Airlines Inc.,152,0,158,0,379,689
ANC,DEN,United Air Lines Inc.,132,9,67,0,280,488
ANC,DFW,American Airlines Inc.,501,0,123,0,606,1230
ANC,FAI,Alaska Airlines Inc.,4273,595,763,0,3433,9064
ANC,HNL,Alaska Airlines Inc.,630,0,124,0,138,892
ANC,JNU,Alaska Airlines Inc.,1599,300,259,0,1505,3663
ANC,LAS,US Airways Inc.,795,0,75,0,523,1393
ANC,LAX,Alaska Airlines Inc.,152,0,43,0,30,225
ANC,LAX,Delta Air Lines Inc.,0,0,17,0,53,70
ANC,OME,Alaska Airlines Inc.,904,227,73,0,180,1384
ANC,ORD,Alaska Airlines Inc.,342,0,68,0,125,535
ANC,ORD,United Air Lines Inc.,165,0,78,0,438,681
ANC,OTZ,Alaska Airlines Inc.,689,133,108,0,404,1334
ANC,PDX,Alaska Airlines Inc.,285,0,32,0,448,765
ANC,PHX,US Airways Inc.,517,0,91,0,537,1145
ANC,SCC,Alaska Airlines Inc.,783,162,50,0,316,1311
ANC,SEA,Alaska Airlines Inc.,5274,537,1158,9,4454,11432
ANC,SFO,United Air Lines Inc.,105,0,15,0,341,461
ANC,SLC,Delta Air Lines Inc.,156,0,59,0,196,411
ASE,ATL,Skywest Airlines Inc.,0,0,85,0,0,85
ASE,DEN,Skywest Airlines Inc.,3951,8264,1187,356,8874,22632
ASE,LAX,Skywest Airlines Inc.,1005,667,180,90,1903,3845
ASE,ORD,Skywest Airlines Inc.,1415,1099,8408,77,1672,12671
ASE,SFO,Skywest Airlines Inc.,270,0,857,0,426,1553
ASE,SLC,Skywest Airlines Inc.,1016,1813,478,188,2299,5794
ATL,ABE,Atlantic Southeast Airlines,3507,1502,958,0,165,6132
ATL,ABQ,Delta Air Lines Inc.,1866,266,745,0,1707,4584
ATL,ABY,Atlantic Southeast Airlines,4221,870,1664,18,499,7272
ATL,ACY,Atlantic Southeast Airlines,877,178,380,0,73,1508
ATL,AEX,Atlantic Southeast Airlines,3209,1584,1206,0,581,6580
ATL,AGS,Atlantic Southeast Airlines,9440,3289,1661,32,697,15119
ATL,ALB,Atlantic Southeast Airlines,4688,2465,1672,0,1247,10072
ATL,ANC,Delta Air Lines Inc.,277,0,79,0,169,525
ATL,ASE,Skywest Airlines Inc.,0,109,20,0,0,129
ATL,ATW,Atlantic Southeast Airlines,2781,1319,756,0,309,5165
ATL,AUS,Atlantic Southeast Airlines,2823,885,411,0,293,4412
ATL,AUS,Delta Air Lines Inc.,1770,394,639,0,1492,4295
ATL,AVL,Atlantic Southeast Airlines,6198,1186,1396,0,661,9441
ATL,AVP,Atlantic Southeast Airlines,3502,1334,763,0,343,5942
ATL,BDL,Atlantic Southeast Airlines,58,0,1,0,0,59
ATL,BDL,Delta Air Lines Inc.,2588,337,1523,0,2162,6610
ATL,BGR,Atlantic Southeast Airlines,2631,719,533,0,197,4080
ATL,BHM,Atlantic Southeast Airlines,2107,849,604,14,267,3841
ATL,BHM,Delta Air Lines Inc.,2662,526,704,0,3034,6926
ATL,BHM,Skywest Airlines Inc.,0,0,0,0,41,41
ATL,BMI,Atlantic Southeast Airlines,3943,2178,887,0,301,7309
ATL,BNA,Atlantic Southeast Airlines,4504,1471,955,0,462,7392
ATL,BNA,Delta Air Lines Inc.,1764,167,749,0,3413,6093
ATL,BNA,Skywest Airlines Inc.,524,0,0,0,16,540
ATL,BOI,Delta Air Lines Inc.,54,0,97,0,35,186
ATL,BOS,Delta Air Lines Inc.,5352,749,4589,0,3704,14394
ATL,BQK,Atlantic Southeast Airlines,2578,2047,1091,0,346,6062
ATL,BTR,Atlantic Southeast Airlines,11223,3559,4737,0,1281,20800
ATL,BTV,Atlantic Southeast Airlines,1606,314,171,0,234,2325
ATL,BUF,Atlantic Southeast Airlines,2836,503,466,0,243,4048
ATL,BUF,Delta Air Lines Inc.,1376,391,1037,0,1424,4228
ATL,BUF,Skywest Airlines Inc.,1620,320,356,46,149,2491
ATL,BWI,Atlantic Southeast Airlines,88,0,0,0,0,88
ATL,BWI,Delta Air Lines Inc.,4826,361,2377,0,3639,11203
ATL,BZN,Delta Air Lines Inc.,28,0,41,0,188,257
ATL,CAE,Atlantic Southeast Airlines,5498,2368,1521,14,850,10251
ATL,CAE,Delta Air Lines Inc.,706,72,323,0,2236,3337
ATL,CAK,Atlantic Southeast Airlines,8183,2736,1621,7,943,13490
ATL,CHA,Atlantic Southeast Airlines,7710,2399,1840,0,765,12714
ATL,CHO,Atlantic Southeast Airlines,2643,958,1072,0,245,4918
ATL,CHS,Atlantic Southeast Airlines,3222,551,840,66,275,4954
ATL,CHS,Delta Air Lines Inc.,2752,424,1689,0,4131,8996
ATL,CID,Atlantic Southeast Airlines,1222,507,415,0,99,2243
ATL,CLE,Atlantic Southeast Airlines,7002,1713,1953,0,584,11252
ATL,CLE,Delta Air Lines Inc.,592,91,802,0,956,2441
ATL,CLE,Skywest Airlines Inc.,21,0,0,0,0,21
ATL,CLT,Atlantic Southeast Airlines,1911,560,1175,8,233,3887
ATL,CLT,Delta Air Lines Inc.,3776,387,2235,0,3293,9691
ATL,CLT,US Airways Inc.,715,139,400,0,837,2091
ATL,CMH,Atlantic Southeast Airlines,452,0,81,0,172,705
ATL,CMH,Delta Air Lines Inc.,762,85,234,0,992,2073
ATL,CMH,Skywest Airlines Inc.,717,28,62,0,488,1295
ATL,COS,Delta Air Lines Inc.,183,7,103,0,182,475
ATL,COS,Skywest Airlines Inc.,2035,206,480,0,1221,3942
ATL,CRP,Atlantic Southeast Airlines,40,0,0,0,0,40
ATL,CRW,Atlantic Southeast Airlines,5216,1765,1277,0,645,8903
ATL,CSG,Atlantic Southeast Airlines,5357,1655,1667,0,607,9286
ATL,CVG,Atlantic Southeast Airlines,2028,379,574,0,131,3112
ATL,CVG,Delta Air Lines Inc.,2467,308,1079,0,1845,5699
ATL,CVG,Skywest Airlines Inc.,674,222,112,0,666,1674
ATL,DAB,Atlantic Southeast Airlines,2470,741,670,0,408,4289
ATL,DAB,Delta Air Lines Inc.,2441,277,762,0,2702,6182
ATL,DAY,Atlantic Southeast Airlines,5700,1866,1160,0,415,9141
ATL,DAY,Delta Air Lines Inc.,1641,231,531,0,2323,4726
ATL,DCA,Atlantic Southeast Airlines,0,78,0,0,0,78
ATL,DCA,Delta Air Lines Inc.,5739,1051,3439,66,4905,15200
ATL,DEN,Delta Air Lines Inc.,4422,788,2167,0,2701,10078
ATL,DEN,Frontier Airlines Inc.,1438,36,2256,0,1599,5329
ATL,DEN,United Air Lines Inc.,1382,77,276,0,259,1994
ATL,DFW,American Airlines Inc.,7365,1032,5268,0,13525,27190
ATL,DFW,Atlantic Southeast Airlines,90,0,10,0,0,100
ATL,DFW,Delta Air Lines Inc.,4793,766,3579,0,4049,13187
ATL,DFW,Skywest Airlines Inc.,404,0,165,0,7,576
ATL,DHN,Atlantic Southeast Airlines,4874,1695,1542,16,332,8459
ATL,DSM,Atlantic Southeast Airlines,3855,1514,715,0,426,6510
ATL,DTW,Atlantic Southeast Airlines,5224,500,878,20,345,6967
ATL,DTW,Delta Air Lines Inc.,1792,394,778,0,1149,4113
ATL,DTW,Skywest Airlines Inc.,251,107,38,0,312,708
ATL,EGE,Delta Air Lines Inc.,333,0,231,0,16,580
ATL,ELP,Delta Air Lines Inc.,1539,60,540,0,799,2938
ATL,EVV,Atlantic Southeast Airlines,3792,1219,1335,0,141,6487
ATL,EWN,Atlantic Southeast Airlines,2634,602,737,0,234,4207
ATL,EWR,Atlantic Southeast Airlines,1787,907,2282,0,453,5429
ATL,EWR,Delta Air Lines Inc.,3701,990,15624,0,3326,23641
ATL,EYW,Atlantic Southeast Airlines,6131,2419,965,0,1006,10521
ATL,FAY,Atlantic Southeast Airlines,8773,2587,3060,90,769,15279
ATL,FLL,Delta Air Lines Inc.,5981,749,3766,0,5094,15590
ATL,FLO,Atlantic Southeast Airlines,1971,462,535,0,257,3225
ATL,FNT,Atlantic Southeast Airlines,5598,2341,1464,0,478,9881
ATL,FSD,Atlantic Southeast Airlines,414,199,21,0,104,738
ATL,FSM,Atlantic Southeast Airlines,2141,1084,747,0,227,4199
ATL,FWA,Atlantic Southeast Airlines,4721,672,1184,0,348,6925
ATL,GNV,Atlantic Southeast Airlines,7983,2610,2011,0,1036,13640
ATL,GPT,Atlantic Southeast Airlines,7763,3096,2084,0,1093,14036
ATL,GPT,Delta Air Lines Inc.,604,23,330,0,600,1557
ATL,GRB,Atlantic Southeast Airlines,1011,268,359,0,142,1780
ATL,GRK,Atlantic Southeast Airlines,2379,828,313,0,140,3660
ATL,GRR,Atlantic Southeast Airlines,4376,1781,997,0,482,7636
ATL,GSO,Atlantic Southeast Airlines,5460,625,976,0,769,7830
ATL,GSO,Delta Air Lines Inc.,600,42,300,0,931,1873
ATL,GSP,Atlantic Southeast Airlines,4930,1778,1336,32,543,8619
ATL,GSP,Delta Air Lines Inc.,276,0,116,0,172,564
ATL,GSP,Skywest Airlines Inc.,841,61,84,0,845,1831
ATL,GTR,Atlantic Southeast Airlines,2939,1512,806,0,546,5803
ATL,HDN,Delta Air Lines Inc.,402,0,177,0,213,792
ATL,HHH,Atlantic Southeast Airlines,4826,1607,1325,63,155,7976
ATL,HNL,Delta Air Lines Inc.,3147,183,1299,0,924,5553
ATL,HOU,Atlantic Southeast Airlines,847,69,184,0,60,1160
ATL,HOU,Delta Air Lines Inc.,193,12,307,0,291,803
ATL,HOU,Skywest Airlines Inc.,18,0,0,0,128,146
ATL,HPN,Atlantic Southeast Airlines,4317,1477,1739,0,325,7858
ATL,HSV,Atlantic Southeast Airlines,4174,1157,1071,0,581,6983
ATL,HSV,Delta Air Lines Inc.,600,184,538,0,576,1898
ATL,HSV,Skywest Airlines Inc.,206,0,143,98,335,782
ATL,IAD,Atlantic Southeast Airlines,1513,516,295,0,205,2529
ATL,IAD,Delta Air Lines Inc.,3678,651,1477,0,2602,8408
ATL,IAH,Atlantic Southeast Airlines,137,0,0,0,0,137
ATL,IAH,Delta Air Lines Inc.,1841,101,1370,0,1665,4977
ATL,IAH,Skywest Airlines Inc.,1149,487,588,28,285,2537
ATL,ICT,Atlantic Southeast Airlines,7335,2875,2135,25,648,13018
ATL,ILM,Atlantic Southeast Airlines,5841,2556,2023,0,548,10968
ATL,IND,Atlantic Southeast Airlines,3981,898,694,0,465,6038
ATL,IND,Delta Air Lines Inc.,1910,195,679,0,1585,4369
ATL,ISP,Atlantic Southeast Airlines,1846,709,524,0,223,3302
ATL,JAC,Delta Air Lines Inc.,26,6,33,0,172,237
ATL,JAN,Atlantic Southeast Airlines,6881,1952,2099,0,815,11747
ATL,JAN,Delta Air Lines Inc.,1227,181,305,0,1474,3187
ATL,JAX,Delta Air Lines Inc.,4969,945,1980,0,3584,11478
ATL,JFK,Atlantic Southeast Airlines,125,0,0,0,0,125
ATL,JFK,Delta Air Lines Inc.,3144,432,3329,0,925,7830
ATL,LAS,Delta Air Lines Inc.,6854,876,4393,0,3103,15226
ATL,LAS,US Airways Inc.,751,33,654,7,1507,2952
ATL,LAW,Atlantic Southeast Airlines,1602,896,288,0,67,2853
ATL,LAX,Delta Air Lines Inc.,10892,770,6351,0,4479,22492
ATL,LEX,Atlantic Southeast Airlines,3458,1687,492,0,265,5902
ATL,LEX,Delta Air Lines Inc.,561,26,344,0,664,1595
ATL,LFT,Atlantic Southeast Airlines,4001,1512,1237,0,106,6856
ATL,LGA,American Airlines Inc.,1071,75,5796,0,4687,11629
ATL,LGA,Delta Air Lines Inc.,7876,446,15334,0,5218,28874
ATL,LIT,Atlantic Southeast Airlines,8880,2078,2105,0,1267,14330
ATL,LIT,Delta Air Lines Inc.,601,462,283,0,1069,2415
ATL,LWB,Atlantic Southeast Airlines,613,60,81,0,0,754
ATL,LYH,Atlantic Southeast Airlines,2099,772,604,0,256,3731
ATL,MCI,Atlantic Southeast Airlines,1894,596,357,0,172,3019
ATL,MCI,Delta Air Lines Inc.,3199,819,1166,0,2738,7922
ATL,MCN,Atlantic Southeast Airlines,4729,1854,619,0,279,7481
ATL,MCO,Delta Air Lines Inc.,8825,1077,3737,0,6745,20384
ATL,MDT,Atlantic Southeast Airlines,6294,2523,3260,76,379,12532
ATL,MDW,Atlantic Southeast Airlines,95,102,2,0,0,199
ATL,MEI,Atlantic Southeast Airlines,2413,835,528,0,643,4419
ATL,MEM,Atlantic Southeast Airlines,2867,477,909,0,161,4414
ATL,MEM,Delta Air Lines Inc.,1826,329,715,0,1831,4701
ATL,MEM,Skywest Airlines Inc.,355,0,168,0,39,562
ATL,MFE,Atlantic Southeast Airlines,66,0,0,0,32,98
ATL,MGM,Atlantic Southeast Airlines,6533,2955,2382,0,571,12441
ATL,MHT,Atlantic Southeast Airlines,2188,77,462,0,341,3068
ATL,MIA,American Airlines Inc.,3694,329,2064,0,5225,11312
ATL,MIA,Delta Air Lines Inc.,4977,471,1955,0,2996,10399
ATL,MKE,Atlantic Southeast Airlines,7579,1552,1507,22,646,11306
ATL,MKE,Delta Air Lines Inc.,597,215,399,0,789,2000
ATL,MKE,Skywest Airlines Inc.,533,0,328,0,571,1432
ATL,MLB,Atlantic Southeast Airlines,4217,1307,1036,0,484,7044
ATL,MLB,Delta Air Lines Inc.,941,180,549,0,1619,3289
ATL,MLI,Atlantic Southeast Airlines,4448,1494,1561,0,484,7987
ATL,MLU,Atlantic Southeast Airlines,3048,863,1113,41,492,5557
ATL,MOB,Atlantic Southeast Airlines,5265,1336,1278,0,159,8038
ATL,MOB,Delta Air Lines Inc.,877,59,192,0,1030,2158
ATL,MOB,Skywest Airlines Inc.,0,0,0,0,50,50
ATL,MSN,Atlantic Southeast Airlines,1340,447,295,0,46,2128
ATL,MSP,Atlantic Southeast Airlines,1954,786,728,0,138,3606
ATL,MSP,Delta Air Lines Inc.,2307,148,640,0,1542,4637
ATL,MSP,Skywest Airlines Inc.,621,101,217,99,76,1114
ATL,MSY,Atlantic Southeast Airlines,474,0,5,0,18,497
ATL,MSY,Delta Air Lines Inc.,3765,510,1453,0,3875,9603
ATL,MTJ,Delta Air Lines Inc.,70,4,50,0,64,188
ATL,MTJ,Skywest Airlines Inc.,75,0,0,38,0,113
ATL,MYR,Atlantic Southeast Airlines,9629,2442,1570,0,749,14390
ATL,OAJ,Atlantic Southeast Airlines,3800,1056,1210,0,433,6499
ATL,OAK,Delta Air Lines Inc.,402,90,456,0,196,1144
ATL,OKC,Atlantic Southeast Airlines,6617,1408,1614,0,423,10062
ATL,OKC,Delta Air Lines Inc.,510,101,286,0,549,1446
ATL,OKC,Skywest Airlines Inc.,423,0,198,0,49,670
ATL,OMA,Atlantic Southeast Airlines,6664,1886,1815,19,382,10766
ATL,OMA,Skywest Airlines Inc.,366,217,355,0,405,1343
ATL,ONT,Delta Air Lines Inc.,2024,521,846,0,968,4359
ATL,ORD,American Airlines Inc.,1611,125,7018,0,5569,14323
ATL,ORD,American Eagle Airlines Inc.,896,94,4067,0,6527,11584
ATL,ORD,Atlantic Southeast Airlines,25,0,4,0,0,29
ATL,ORD,Delta Air Lines Inc.,4300,737,8230,0,3395,16662
ATL,ORD,Skywest Airlines Inc.,1088,357,1038,0,492,2975
ATL,ORD,United Air Lines Inc.,3099,667,11699,0,7668,23133
ATL,ORF,Atlantic Southeast Airlines,3631,953,617,0,198,5399
ATL,ORF,Delta Air Lines Inc.,2527,580,641,0,2552,6300
ATL,PBI,Delta Air Lines Inc.,5503,1368,2017,0,3478,12366
ATL,PDX,Delta Air Lines Inc.,1760,233,562,0,833,3388
ATL,PFN,Atlantic Southeast Airlines,12250,3431,2791,16,643,19131
ATL,PHF,Atlantic Southeast Airlines,8698,2094,1646,0,501,12939
ATL,PHF,Delta Air Lines Inc.,153,0,169,0,352,674
ATL,PHL,Atlantic Southeast Airlines,426,437,506,0,33,1402
ATL,PHL,Delta Air Lines Inc.,4149,295,7078,0,3391,14913
ATL,PHL,US Airways Inc.,1087,437,3226,0,1537,6287
ATL,PHX,Delta Air Lines Inc.,4485,529,2672,0,3743,11429
ATL,PHX,US Airways Inc.,2385,142,776,65,1812,5180
ATL,PIA,Atlantic Southeast Airlines,3694,1102,812,0,196,5804
ATL,PIT,Atlantic Southeast Airlines,1231,566,147,0,263,2207
ATL,PIT,Delta Air Lines Inc.,2982,212,840,0,2082,6116
ATL,PIT,Skywest Airlines Inc.,228,38,198,0,0,464
ATL,PNS,Atlantic Southeast Airlines,2787,823,516,0,418,4544
ATL,PNS,Delta Air Lines Inc.,3318,401,1014,0,2729,7462
ATL,PVD,Atlantic Southeast Airlines,4910,1871,1446,19,396,8642
ATL,PWM,Atlantic Southeast Airlines,4306,1053,1415,0,693,7467
ATL,RDU,Atlantic Southeast Airlines,710,254,136,0,32,1132
ATL,RDU,Delta Air Lines Inc.,4955,319,1738,0,3096,10108
ATL,RIC,Atlantic Southeast Airlines,2187,426,520,0,87,3220
ATL,RIC,Delta Air Lines Inc.,2402,446,742,0,1894,5484
ATL,RNO,Delta Air Lines Inc.,572,300,420,0,398,1690
ATL,ROA,Atlantic Southeast Airlines,3887,2080,1344,0,542,7853
ATL,ROC,Atlantic Southeast Airlines,2962,852,1104,0,395,5313
ATL,ROC,Delta Air Lines Inc.,866,342,228,0,1208,2644
ATL,RSW,Delta Air Lines Inc.,3840,619,967,0,2873,8299
ATL,SAN,Delta Air Lines Inc.,4899,531,2110,0,2183,9723
ATL,SAT,Atlantic Southeast Airlines,4848,1628,1105,0,319,7900
ATL,SAT,Delta Air Lines Inc.,2534,641,1427,0,3297,7899
ATL,SAV,Atlantic Southeast Airlines,444,254,17,0,281,996
ATL,SAV,Delta Air Lines Inc.,3592,341,1680,0,4586,10199
ATL,SBN,Atlantic Southeast Airlines,3263,1307,938,0,267,5775
ATL,SCE,Atlantic Southeast Airlines,1025,261,166,0,75,1527
ATL,SDF,Atlantic Southeast Airlines,3873,939,1075,0,561,6448
ATL,SDF,Delta Air Lines Inc.,1735,370,612,0,2152,4869
ATL,SEA,Delta Air Lines Inc.,2685,455,1353,0,2022,6515
ATL,SFO,Delta Air Lines Inc.,4196,569,5536,0,3467,13768
ATL,SFO,United Air Lines Inc.,955,19,368,0,0,1342
ATL,SGF,Atlantic Southeast Airlines,2871,1220,746,0,286,5123
ATL,SHV,Atlantic Southeast Airlines,5892,3202,2214,13,691,12012
ATL,SJC,Delta Air Lines Inc.,1760,218,818,0,901,3697
ATL,SJU,Delta Air Lines Inc.,2789,517,1245,0,2117,6668
ATL,SLC,Delta Air Lines Inc.,6560,864,3220,0,3269,13913
ATL,SMF,Delta Air Lines Inc.,1985,201,862,0,1046,4094
ATL,SNA,Delta Air Lines Inc.,1898,151,1033,0,965,4047
ATL,SRQ,Atlantic Southeast Airlines,2422,258,476,0,319,3475
ATL,SRQ,Delta Air Lines Inc.,2525,446,1205,0,3305,7481
ATL,STL,Atlantic Southeast Airlines,4245,917,1573,0,211,6946
ATL,STL,Delta Air Lines Inc.,2585,284,830,0,2411,6110
ATL,STL,Skywest Airlines Inc.,252,0,21,0,0,273
ATL,STT,Delta Air Lines Inc.,422,48,216,0,321,1007
ATL,STX,Delta Air Lines Inc.,3,0,0,0,43,46
ATL,SWF,Atlantic Southeast Airlines,5819,1705,2006,0,407,9937
ATL,SYR,Atlantic Southeast Airlines,5060,924,1497,23,170,7674
ATL,TLH,Atlantic Southeast Airlines,5599,1613,1447,0,715,9374
ATL,TLH,Delta Air Lines Inc.,1339,153,315,0,1857,3664
ATL,TOL,Atlantic Southeast Airlines,548,132,55,0,40,775
ATL,TPA,Delta Air Lines Inc.,5231,1065,2486,0,4375,13157
ATL,TRI,Atlantic Southeast Airlines,6679,1978,1161,0,421,10239
ATL,TUL,Atlantic Southeast Airlines,7770,2677,2393,0,681,13521
ATL,TUL,Skywest Airlines Inc.,628,354,202,0,341,1525
ATL,TUS,Delta Air Lines Inc.,1455,122,555,38,1187,3357
ATL,TYS,Atlantic Southeast Airlines,6541,1897,2109,0,482,11029
ATL,TYS,Delta Air Lines Inc.,1000,51,360,0,666,2077
ATL,VLD,Atlantic Southeast Airlines,3734,1010,1570,20,511,6845
ATL,VPS,Atlantic Southeast Airlines,12900,3471,3619,0,1391,21381
ATL,VPS,Delta Air Lines Inc.,544,2,311,0,729,1586
ATL,XNA,Atlantic Southeast Airlines,4694,1600,937,0,1201,8432
ATL,XNA,Skywest Airlines Inc.,567,164,59,0,354,1144
ATW,ATL,Atlantic Southeast Airlines,3652,438,1353,0,426,5869
ATW,DSM,Skywest Airlines Inc.,0,210,0,0,0,210
ATW,MKE,Skywest Airlines Inc.,1959,656,247,0,426,3288
ATW,ORD,Skywest Airlines Inc.,421,1121,5498,0,4020,11060
AUS,ATL,Atlantic Southeast Airlines,1911,417,903,0,232,3463
AUS,ATL,Delta Air Lines Inc.,1455,225,1051,0,2020,4751
AUS,BNA,Southwest Airlines Co.,359,31,82,0,2487,2959
AUS,BOS,JetBlue Airways,266,0,566,0,1124,1956
AUS,BWI,Southwest Airlines Co.,364,79,568,0,1316,2327
AUS,DAL,American Eagle Airlines Inc.,1424,780,1195,0,10000,13399
AUS,DAL,Southwest Airlines Co.,3283,1776,1863,17,10051,16990
AUS,DEN,Frontier Airlines Inc.,929,0,770,0,933,2632
AUS,DEN,Skywest Airlines Inc.,49,0,37,0,69,155
AUS,DEN,Southwest Airlines Co.,552,34,281,0,2393,3260
AUS,DEN,United Air Lines Inc.,1448,58,345,0,2247,4098
AUS,DFW,American Airlines Inc.,2737,2270,4496,14,11079,20596
AUS,DSM,Skywest Airlines Inc.,0,100,0,0,0,100
AUS,ELP,Southwest Airlines Co.,1650,18,212,0,3973,5853
AUS,FLL,JetBlue Airways,141,0,4,0,0,145
AUS,FLL,Southwest Airlines Co.,210,0,0,0,7,217
AUS,HOU,Southwest Airlines Co.,1721,974,2428,9,7031,12163
AUS,HRL,Southwest Airlines Co.,265,0,78,0,1142,1485
AUS,JFK,JetBlue Airways,193,0,2399,0,1946,4538
AUS,LAS,Southwest Airlines Co.,571,66,563,0,3485,4685
AUS,LAX,American Airlines Inc.,1680,90,720,0,1861,4351
AUS,LAX,Skywest Airlines Inc.,231,0,20,0,615,866
AUS,LAX,Southwest Airlines Co.,569,32,388,0,948,1937
AUS,LBB,Southwest Airlines Co.,464,261,121,0,2249,3095
